id,year,title,vote_average,vote_count,budget,revenue,runtime,genres_description
10908,1999,Inferno,6.1,284,15000000,0,95,"Romance, Action, Drama"
253935,1993,Emmanuelle 7,5.4,18,0,0,90,Drama
293660,2016,Deadpool,7.6,29231,58000000,783100000,108,"Action, Comedy, Adventure"
354912,2017,Coco,8.2,18348,175000000,800500000,105,"Animation, Adventure, Music, Comedy, Family, Fantasy"
324552,2017,John Wick: Chapter 2,7.3,12271,40000000,171539887,122,"Crime, Action, Thriller"
254,2005,King Kong,6.9,7414,207000000,562363449,187,"Action, Drama, Adventure"
672,2002,Harry Potter and the Chamber of Secrets,7.7,20792,100000000,876688482,161,"Adventure, Fantasy"
828898,2023,The Venture Bros.: Radiant Is the Blood of the Baboon Heart,7.3,61,0,0,84,"Adventure, Science Fiction, Animation, Action"
667216,2023,Infinity Pool,6.2,521,4500000,5078400,118,"Horror, Science Fiction"
9714,1997,Home Alone 3,5.3,2844,32000000,79082515,102,"Family, Comedy"
840326,2023,Sisu,7.5,1607,6200000,13009289,91,"War, Action"
210577,2014,Gone Girl,7.9,17646,61000000,369300000,149,"Mystery, Thriller, Drama"
933138,2022,Mantra,0,0,0,0,103,"Thriller, Horror"
1000475,2023,River Wild,6.6,110,0,0,91,"Mystery, Thriller, Adventure"
50546,2011,Just Go with It,6.7,5373,80000000,214945591,117,"Romance, Comedy"
603692,2023,John Wick: Chapter 4,7.8,5294,90000000,426978565,170,"Crime, Action, Thriller"
166428,2019,How to Train Your Dragon: The Hidden World,7.8,5936,129000000,524580592,104,"Adventure, Animation, Family"
343668,2017,Kingsman: The Golden Circle,7,9736,104000000,410900000,141,"Comedy, Action, Adventure"
585083,2022,Hotel Transylvania: Transformania,7,1716,75000000,18500000,92,"Comedy, Fantasy, Animation, Family, Adventure"
566810,2018,The Dark Kingdom,5.7,44,126580,0,85,"Adventure, Action, Science Fiction, Fantasy"
675445,2021,PAW Patrol: The Movie,7.4,1174,26000000,144327371,86,"Animation, Comedy, Family, Adventure"
762430,2023,Retribution,6.9,790,20000000,16700000,91,"Thriller, Action, Crime"
68721,2013,Iron Man 3,6.9,21317,200000000,1215577205,130,"Action, Adventure, Science Fiction"
980137,2023,Dad or Mom,2.8,2,0,0,92,Comedy
10138,2010,Iron Man 2,6.8,20034,200000000,623933331,124,"Action, Adventure, Science Fiction"
1058063,2023,Siksa Neraka,7,1,0,0,98,"Thriller, Horror"
621587,2023,Next Goal Wins,6.6,44,14000000,7156044,104,"Drama, Comedy"
10193,2010,Toy Story 3,7.8,13967,200000000,1066970000,103,"Family, Comedy, Animation"
569094,2023,Spider-Man: Across the Spider-Verse,8.4,5392,100000000,690500000,140,"Adventure, Action, Science Fiction, Animation"
76338,2013,Thor: The Dark World,6.5,16571,170000000,644783140,112,"Adventure, Action, Fantasy"
8355,2009,Ice Age: Dawn of the Dinosaurs,6.7,7819,90000000,886686817,94,"Adventure, Family, Animation, Comedy"
589754,2021,The Last Warrior: Root of Evil,6.9,152,8400000,27658331,120,"Adventure, Comedy, Fantasy"
522402,2021,Finch,7.9,3173,2500000,0,115,"Science Fiction, Drama, Adventure"
1071101,2023,Kaina of the Great Snow Sea: Star Sage,0,0,0,0,100,"Fantasy, Animation"
446893,2020,Trolls World Tour,7.3,2006,90000000,49300000,90,"Adventure, Animation, Family, Music, Comedy, Fantasy"
315011,2016,Shin Godzilla,7.1,1075,15000000,77947607,120,"Horror, Action, Science Fiction"
50619,2011,The Twilight Saga: Breaking Dawn - Part 1,6.2,8346,110000000,712171856,117,"Adventure, Fantasy, Romance"
335797,2016,Sing,7.1,7562,75000000,634151679,108,"Family, Comedy, Music, Animation"
76341,2015,Mad Max: Fury Road,7.6,21202,150000000,378858340,121,"Science Fiction, Action, Adventure"
676547,2022,Prey for the Devil,7,814,0,37655699,93,"Thriller, Horror"
1139979,2023,The Wonderful World of Mickey Mouse: Steamboat Silly,7.3,16,0,0,9,"Animation, Comedy"
545609,2020,Extraction,7.3,5660,65000000,0,116,"Thriller, Action"
559,2007,Spider-Man 3,6.4,13327,258000000,894983373,139,"Science Fiction, Adventure, Action"
1186957,2023,The Velveteen Rabbit,7.3,40,0,0,44,"Family, Animation, Fantasy"
792307,2023,Poor Things,8.1,48,35000000,10900000,142,"Romance, Comedy, Science Fiction"
1022796,2023,Wish,6.5,226,175000000,176900000,95,"Fantasy, Family, Adventure, Animation"
9479,1993,The Nightmare Before Christmas,7.8,8866,24000000,75634409,76,"Animation, Family, Fantasy"
10625,2004,Mean Girls,7.2,8123,17000000,130100000,97,Comedy
975,1957,Paths of Glory,8.3,2668,935000,0,88,"History, War, Drama"
105,1985,Back to the Future,8.3,18797,19000000,381109762,116,"Science Fiction, Comedy, Adventure"
11,1977,Star Wars,8.2,19481,11000000,775398007,121,"Science Fiction, Action, Adventure"
129,2001,Spirited Away,8.5,15309,19000000,274925095,125,"Family, Animation, Fantasy"
260346,2014,Taken 3,6.2,5441,48000000,325800000,109,"Thriller, Action"
1372,2006,Blood Diamond,7.5,7139,100000000,171700000,143,"Action, Thriller, Drama"
150540,2015,Inside Out,7.9,19847,175000000,857611174,95,"Adventure, Animation, Comedy, Drama, Family"
558915,2023,The Color Purple,8.4,17,95000000,47200000,141,Drama
786892,2024,Furiosa: A Mad Max Saga,0,0,150000000,0,0,"Action, Science Fiction, Thriller"
458156,2019,John Wick: Chapter 3 - Parabellum,7.4,9942,55000000,326709727,131,"Action, Thriller, Crime"
106646,2013,The Wolf of Wall Street,8,22659,100000000,392000000,180,"Comedy, Crime, Drama"
43593,2010,Piranha 3D,5.4,2049,24000000,83188165,88,"Horror, Comedy"
425,2002,Ice Age,7.4,12504,59000000,383257136,81,"Comedy, Animation, Adventure, Family"
260513,2018,Incredibles 2,7.5,12226,200000000,1242805359,118,"Adventure, Family, Action, Animation"
613504,2020,After We Collided,7.2,5127,14000000,48000000,105,"Drama, Romance"
879957,2022,Wyrmwood: Apocalypse,5.4,87,0,0,88,"Horror, Action"
105864,2015,The Good Dinosaur,6.7,5225,175000000,332207671,93,"Animation, Family, Adventure"
18095,1997,Dragon Ball GT: A Hero's Legacy,6.8,302,0,0,45,"Family, Fantasy, Animation"
573171,2022,A Frozen Rooster,7.7,325,0,0,91,"Family, Adventure, Comedy, Animation"
1126475,2024,Arthur's Whisky,4,2,0,0,91,"Fantasy, Comedy"
549945,2019,The Club of Ugly Children,6.7,23,0,897441,91,"Adventure, Science Fiction, Family, Action"
9552,1973,The Exorcist,7.7,7493,12000000,441400000,122,Horror
853387,2023,Lord of Misrule,5.6,12,0,0,104,Horror
10674,1998,Mulan,7.9,9076,90000000,304320254,88,"Family, Animation, Adventure"
1022789,2024,Inside Out 2,0,0,0,0,0,"Drama, Animation, Comedy, Family"
12445,2011,Harry Potter and the Deathly Hallows: Part 2,8.1,19515,125000000,1341511219,130,"Fantasy, Adventure"
4935,2004,Howl's Moving Castle,8.4,9003,24000000,236049757,119,"Fantasy, Adventure, Animation"
474412,2017,To Her,6.4,7,0,0,90,"Romance, Drama"
893712,2022,Sword Art Online the Movie – Progressive – Scherzo of Deep Night,7.6,140,0,0,100,"Fantasy, Animation, Science Fiction, Action"
1585,1946,It's a Wonderful Life,8.3,3975,3180000,9644124,130,"Family, Drama, Fantasy"
675,2007,Harry Potter and the Order of the Phoenix,7.7,18496,150000000,938212738,138,"Adventure, Fantasy"
252,1971,Willy Wonka & the Chocolate Factory,7.5,3231,3000000,4000000,99,"Comedy, Family, Fantasy"
603,1999,The Matrix,8.2,24275,63000000,463517383,136,"Action, Science Fiction"
810,2007,Shrek the Third,6.3,8478,160000000,813400000,93,"Animation, Family, Comedy, Adventure, Fantasy"
870359,2023,Urkel Saves Santa: The Movie!,5.4,14,0,0,86,"Animation, Comedy, Family"
303857,2015,Dragon Ball Z: Resurrection 'F',6.8,1740,5000000,61768190,93,"Science Fiction, Animation, Action"
177572,2014,Big Hero 6,7.7,14924,165000000,657827828,102,"Action, Comedy, Family, Adventure, Animation"
728069,2020,Shark Season,4.6,39,0,0,87,"Thriller, Horror, Mystery, Action"
875188,2023,Kho Gaye Hum Kahan,6.5,19,0,0,135,Drama
508442,2020,Soul,8.1,9714,150000000,121000000,101,"Drama, Animation, Family, Comedy, Fantasy"
956920,2023,There's Something in the Barn,6.7,83,0,662030,100,"Comedy, Fantasy, Horror"
122917,2014,The Hobbit: The Battle of the Five Armies,7.3,13509,250000000,956019788,144,"Action, Adventure, Fantasy"
829560,2022,The Next 365 Days,6.5,902,0,0,112,"Drama, Romance"
9732,1998,The Lion King II: Simba's Pride,6.9,4190,0,0,81,"Family, Adventure, Animation, Action"
8367,1991,Robin Hood: Prince of Thieves,6.8,3015,48000000,390493908,143,"Drama, Adventure, Action"
713704,2023,Evil Dead Rise,7,2559,15000000,146700000,96,"Horror, Thriller"
8363,2007,Superbad,7.2,6791,20000000,170800000,113,Comedy
22,2003,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,19533,140000000,655011224,143,"Action, Fantasy, Adventure"
1171353,2023,Stolen Vacation,7.7,27,0,0,92,Comedy
274855,2017,Geostorm,6.1,4514,120000000,221600160,109,"Thriller, Science Fiction, Action"
18785,2009,The Hangover,7.3,16071,35000000,469310836,100,Comedy
524047,2020,Greenland,7.1,4129,34000000,52300000,120,"Drama, Thriller, Action"
198663,2014,The Maze Runner,7.2,16118,34000000,348319861,113,"Action, Thriller, Science Fiction, Mystery"
631842,2023,Knock at the Cabin,6.3,2086,20000000,54700000,100,"Thriller, Horror, Mystery"
68735,2016,Warcraft,6.4,6443,160000000,433677183,123,"Action, Fantasy, Adventure"
62177,2012,Brave,7,12752,185000000,539000000,93,"Comedy, Adventure, Family, Fantasy, Animation, Action"
616820,2022,Halloween Ends,6.2,1524,20000000,104400000,111,"Thriller, Horror"
121,2002,The Lord of the Rings: The Two Towers,8.4,20647,79000000,926287400,179,"Fantasy, Action, Adventure"
934194,2022,Slash/Back,6.6,46,0,15511,87,"Science Fiction, Thriller, Horror, Action"
56292,2011,Mission: Impossible - Ghost Protocol,7.1,9375,145000000,694700000,133,"Action, Thriller, Adventure"
588228,2021,The Tomorrow War,7.6,2971,200000000,14400000,138,"Action, Adventure, Science Fiction"
329865,2016,Arrival,7.6,16792,47000000,203388186,116,"Mystery, Drama, Science Fiction"
916224,2022,Suzume,8,899,0,321092572,123,"Animation, Drama, Adventure, Fantasy"
345887,2018,The Equalizer 2,6.7,4882,62000000,190400157,121,"Action, Crime, Thriller"
642885,2022,Hocus Pocus 2,7.3,1520,30000000,0,107,"Fantasy, Comedy, Family"
425909,2021,Ghostbusters: Afterlife,7.4,4056,75000000,191000000,124,"Comedy, Fantasy, Adventure"
299534,2019,Avengers: Endgame,8.3,24254,356000000,2800000000,181,"Science Fiction, Adventure, Action"
1064517,2023,Fist of the Condor,7.5,59,0,0,85,Action
645488,2019,Aquaman: Heroines of Atlantis,6.1,37,0,0,6,Documentary
480530,2018,Creed II,7,5103,50000000,214200000,130,"Action, Drama"
554600,2019,Uri: The Surgical Strike,7.1,332,0,0,138,"Drama, Action, War"
50620,2012,The Twilight Saga: Breaking Dawn - Part 2,6.5,8465,120000000,829747654,115,"Romance, Drama, Fantasy, Adventure"
259316,2016,Fantastic Beasts and Where to Find Them,7.3,18092,180000000,809342332,132,"Family, Fantasy, Adventure"
818647,2022,Through My Window,7.4,2825,0,0,112,"Comedy, Romance, Drama"
297762,2017,Wonder Woman,7.2,19162,149000000,822854286,141,"Action, Adventure, Fantasy"
429617,2019,Spider-Man: Far From Home,7.4,14757,160000000,1131927996,129,"Adventure, Action, Science Fiction"
1150537,2023,"Justice League x RWBY: Super Heroes & Huntsmen, Part Two",7.6,16,0,0,75,"Action, Fantasy, Animation, Adventure"
899112,2022,Violent Night,7.4,1814,20000000,75734910,112,"Action, Crime, Comedy, Thriller, Fantasy"
419680,2017,Daddy's Home 2,6.3,2399,69000000,180613180,100,Comedy
411,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.1,10027,180000000,745013115,143,"Family, Adventure, Fantasy"
450465,2019,Glass,6.7,7915,20000000,247000000,129,"Drama, Science Fiction, Thriller"
673,2004,Harry Potter and the Prisoner of Azkaban,8,20411,130000000,789804554,141,"Fantasy, Adventure"
181808,2017,Star Wars: The Last Jedi,6.8,14517,200000000,1332698830,152,"Science Fiction, Action, Adventure"
983507,2022,Good Boy,6.7,123,8500,0,76,"Thriller, Horror"
11688,2000,The Emperor's New Groove,7.5,6229,100000000,169327687,78,"Comedy, Fantasy, Family, Animation, Adventure"
816904,2023,Mummies,7.1,402,12000000,53400000,88,"Adventure, Fantasy, Animation"
7485,2007,Shooter,7.1,4498,61000000,95700000,124,"Drama, Crime, Action, Thriller, Mystery"
862,1995,Toy Story,8,17441,30000000,394400000,81,"Animation, Family, Comedy, Adventure"
900667,2022,One Piece Film Red,7.3,810,0,150797338,115,"Adventure, Fantasy, Animation, Action"
6479,2007,I Am Legend,7.2,14921,150000000,585410052,101,"Drama, Science Fiction, Thriller"
13,1994,Forrest Gump,8.5,25911,55000000,677387716,142,"Romance, Drama, Comedy"
1114205,2023,Immersion,6,5,0,0,109,"Science Fiction, Horror, Mystery"
966220,2022,Sniper: The White Raven,7.6,581,1000000,0,120,"Action, Drama, War"
14574,2008,The Boy in the Striped Pyjamas,7.9,6685,12500000,20416563,94,"History, War, Drama"
1161048,2023,The Conference,5.4,229,0,0,100,"Horror, Comedy, Thriller"
884605,2023,No Hard Feelings,7,2080,45000000,83000000,104,"Comedy, Romance"
945729,2023,A Haunting in Venice,6.7,1608,60000000,121400000,104,"Crime, Mystery, Thriller"
997391,2023,RDX: Robert Dony Xavier,7,28,0,0,150,"Action, Drama"
813477,2023,Shin Kamen Rider,7,227,0,15800000,121,"Action, Science Fiction, Drama"
614934,2022,Elvis,7.6,2911,85000000,288670284,159,"Music, Drama"
751237,2022,Umma,5.4,252,0,2118582,83,"Mystery, Horror"
135397,2015,Jurassic World,6.7,19626,150000000,1671537444,124,"Science Fiction, Thriller, Action, Adventure"
1127087,2023,Sijjin,6.3,3,0,0,100,"Horror, Thriller"
844069,2021,Guimoon: The Lightless Door,6.7,80,0,0,85,"Horror, Thriller"
1040892,2023,Slotherhouse,4.5,44,0,0,93,"Horror, Thriller, Comedy"
283366,2016,Miss Peregrine's Home for Peculiar Children,6.8,9524,110000000,296482446,127,"Adventure, Fantasy"
1156593,#VALUE!,Your Fault,0,0,0,0,0,"Romance, Drama"
760104,2022,X,6.7,2499,1000000,14700000,106,"Mystery, Horror, Thriller"
508439,2020,Onward,7.7,5795,200000000,141940042,103,"Adventure, Fantasy, Comedy, Family, Animation"
11011,1994,Ri¢hie Ri¢h,5.9,2113,40000000,38087756,95,"Comedy, Family"
839369,2023,May December,6.8,170,20000000,223505,117,"Comedy, Drama"
408,1937,Snow White and the Seven Dwarfs,7.1,6962,1488423,184925486,83,"Family, Fantasy, Animation"
1159204,2023,1962 Halloween Massacre,6.5,2,0,0,80,Horror
940551,2023,Migration,7.2,75,72000000,117271638,83,"Animation, Family, Action, Comedy, Adventure"
337401,2020,Mulan,6.9,6366,200000000,69965374,115,"Action, Adventure, Fantasy, Drama"
1034587,2023,Amigos,4.8,10,0,0,137,"Thriller, Action"
945675,2022,One Week Friends,5.7,112,0,0,106,Drama
661374,2022,Glass Onion: A Knives Out Mystery,7.1,4792,40000000,13280000,140,"Comedy, Crime, Mystery"
265712,2014,Stand by Me Doraemon,7.3,483,35000000,83061158,90,"Animation, Science Fiction, Fantasy, Family"
1010928,2023,Wingwomen,6.2,281,0,0,114,"Action, Drama, Comedy"
166426,2017,Pirates of the Caribbean: Dead Men Tell No Tales,6.6,11334,230000000,795900000,128,"Adventure, Action, Fantasy"
995206,2023,Hard Days,7,26,0,0,118,"Thriller, Drama, Action, Crime"
299054,2023,Expend4bles,6.4,966,100000000,58000000,103,"Adventure, Thriller, Action"
1020006,2023,Priscilla,6.9,132,20000000,20800000,110,"Romance, Drama"
718789,2022,Lightyear,7,3160,200000000,226425420,105,"Adventure, Animation, Science Fiction, Action, Family"
991708,2023,El Conde,6.3,135,0,0,112,"Fantasy, Comedy, Horror"
629542,2022,The Bad Guys,7.6,1775,80000000,250162278,100,"Family, Adventure, Animation, Action"
619979,2022,Deep Water,5.8,1160,4,0,116,"Mystery, Thriller, Drama"
616747,2023,Haunted Mansion,6.6,818,157800000,117300000,123,"Fantasy, Family, Horror, Comedy"
873126,2022,My Name Is Vendetta,6.7,554,0,0,90,"Thriller, Action, Crime"
485504,2017,El Camino Christmas,5.6,300,0,0,97,"Comedy, Crime, Drama"
320288,2019,Dark Phoenix,6,6043,200000000,252442974,114,"Adventure, Fantasy, Science Fiction, Action"
370663,2017,Below Her Mouth,6.8,1072,0,33673,92,"Drama, Romance"
361743,2022,Top Gun: Maverick,8.2,7998,170000000,1488732821,131,"Drama, Action"
630240,2021,Titane,6.4,1251,6600000,5000000,108,"Drama, Horror, Thriller"
830764,2023,Pet Sematary: Bloodlines,6.1,249,0,0,87,Horror
1033667,2023,The Rope Curse 3,4.8,9,0,0,109,Horror
240,1974,The Godfather Part II,8.6,11594,13000000,102600000,202,"Drama, Crime"
353081,2018,Mission: Impossible - Fallout,7.4,7684,178000000,791700000,147,"Action, Adventure"
1147400,2023,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",6.9,77,0,0,50,"Adventure, Fantasy, Family, Action, Animation"
242,1990,The Godfather Part III,7.4,5760,54000000,136766062,162,"Thriller, Crime, Drama"
1179316,2024,The Bremen Town Musicians,0,0,0,0,0,"Family, Adventure"
12153,2004,White Chicks,6.9,3585,37000000,113086475,109,"Comedy, Crime"
568124,2021,Encanto,7.6,8875,50000000,253000000,102,"Animation, Comedy, Fantasy, Family"
140300,2016,Kung Fu Panda 3,6.9,5470,145000000,521170825,95,"Action, Adventure, Animation, Comedy, Family"
1074049,2023,Ocho apellidos marroquís,6,8,0,0,97,Comedy
809,2004,Shrek 2,7.3,11549,150000000,928800000,93,"Animation, Fantasy, Comedy, Adventure, Drama, Family"
120,2001,The Lord of the Rings: The Fellowship of the Ring,8.4,23751,93000000,871368364,179,"Fantasy, Adventure, Action"
338953,2022,Fantastic Beasts: The Secrets of Dumbledore,6.7,3993,200000000,407200000,142,"Family, Adventure, Fantasy"
2062,2007,Ratatouille,7.8,16019,150000000,623726000,111,"Animation, Family, Fantasy, Comedy"
147441,2014,Exodus: Gods and Kings,5.9,4303,140000000,268031828,150,"Action, Drama, Adventure"
1215439,2023,Dave Chappelle: The Dreamer,7.4,17,0,0,57,Comedy
68726,2013,Pacific Rim,6.9,11739,180000000,411000000,131,"Action, Science Fiction, Adventure"
877269,2022,Strange World,6.4,1112,180000000,73621640,102,"Family, Science Fiction, Animation, Adventure, Fantasy"
127585,2014,X-Men: Days of Future Past,7.5,14591,250000000,747862775,132,"Adventure, Action, Science Fiction"
818511,2023,Overhaul,6.7,108,0,0,100,"Action, Drama, Thriller"
413393,2001,Pure Imagination: The Story of 'Willy Wonka & the Chocolate Factory',6.8,17,0,0,30,"Documentary, Fantasy"
634649,2021,Spider-Man: No Way Home,8,18768,200000000,1921847111,148,"Adventure, Science Fiction, Action"
68635,1978,Women in Cellblock 9,4.5,26,0,0,75,"Horror, Action, Drama, Crime"
420634,2018,Terrifier,6.5,1809,100000,416300,84,"Thriller, Horror"
474350,2019,It Chapter Two,6.8,8206,79000000,473100000,169,Horror
774825,2022,The Ice Age Adventures of Buck Wild,6.7,1598,0,0,82,"Comedy, Adventure, Family, Animation"
852436,2023,Let Her Kill You,6.4,103,3200000,0,97,"Thriller, Mystery"
1065671,2023,Headspace,4.3,3,0,0,85,"Action, Adventure, Science Fiction, Animation"
552688,2023,The Mother,6.7,1080,0,0,115,"Action, Thriller"
9806,2004,The Incredibles,7.7,16817,92000000,631442092,115,"Family, Animation, Action, Adventure"
